CageID,day,DPI,per_dead,per_plant eaten ,Beauveria_ID,Beauvaty_binary,Botrytis_ID,BBthenBC,BCthenBB,Both
1,7/13/23,1.00,0,0.5,none,n,39,none,none,none 
2,7/13/23,1.00,0,0,none,n,39,none,none,none 
3,7/13/23,1.00,0,0,none,n,39,none,none,none 
4,7/13/23,1.00,0,0,none,n,39,none,none,none 
5,7/13/23,1.00,0,0,none,n,39,none,none,none 
6,7/13/23,1.00,0,0,none,n,46,none,none,none 
7,7/13/23,1.00,0,0,none,n,46,none,none,none 
8,7/13/23,1.00,0,0,none,n,46,none,none,none 
9,7/13/23,1.00,0,0,none,n,46,none,none,none 
10,7/13/23,1.00,0,0,none,n,46,none,none,none 
11,7/13/23,1.00,0,0,none,n,60,none,none,none 
12,7/13/23,1.00,0,0,none,n,60,none,none,none 
14,7/13/23,1.00,0,0,none,n,60,none,none,none 
15,7/13/23,1.00,0,0,ANSEF,y,60,none,none,none 
16,7/13/23,1.00,0,0,ANSEF,y,none,none,none,none 
17,7/13/23,1.00,0,0,ANSEF,y,none,none,none,none 
18,7/13/23,1.00,0,0,ANSEF,y,none,none,none,none 
19,7/13/23,1.00,0,0,ANSEF,y,none,none,none,none 
20,7/13/23,1.00,0,0,ANSEF,y,none,none,none,none 
21,7/13/23,1.00,0,0,BB,y,none,none,none,none 
22,7/13/23,1.00,0,0,BB,y,none,none,none,none 
23,7/13/23,1.00,0,0,BB,y,none,none,none,none 
24,7/13/23,1.00,0,0,BB,y,none,none,none,none 
25,7/13/23,1.00,0,0,BB,y,none,none,none,none 
26,7/13/23,1.00,0,0,none,n,39,none,none,none 
27,7/13/23,1.00,0,0,none,n,46,none,none,none 
28,7/13/23,1.00,0,0,none,n,60,none,none,none 
29,7/13/23,1.00,0,0,ANSEF,y,none,none,none,none 
30,7/13/23,1.00,0,0,BB,y,none,none,none,none 
31,7/13/23,1.00,0,0,ANSEF,y,39,none,none,yes 
32,7/13/23,1.00,0,0,ANSEF,y,39,none,none,yes 
33,7/13/23,1.00,0,0,ANSEF,y,39,none,none,yes 
34,7/13/23,1.00,0,0,ANSEF,y,39,none,none,yes 
35,7/13/23,1.00,0,0,ANSEF,y,39,none,none,yes 
36,7/13/23,1.00,0,0,BB,y,39,none,none,yes 
37,7/13/23,1.00,0,0,BB,y,39,none,none,yes 
38,7/13/23,1.00,0,0,BB,y,39,none,none,yes 
39,7/13/23,1.00,0,1,BB,y,39,none,none,yes 
40,7/13/23,1.00,0,0,BB,y,39,none,none,yes 
41,7/13/23,1.00,0,0,ANSEF,y,46,none,none,yes 
42,7/13/23,1.00,0,0.5,ANSEF,y,46,none,none,yes 
43,7/13/23,1.00,0,0,ANSEF,y,46,none,none,yes 
44,7/13/23,1.00,0,0,ANSEF,y,46,none,none,yes 
45,7/13/23,1.00,0,0,ANSEF,y,46,none,none,yes 
46,7/13/23,1.00,0,0,BB,y,46,none,none,yes 
47,7/13/23,1.00,0,0,BB,y,46,none,none,yes 
48,7/13/23,1.00,0,1,BB,y,46,none,none,yes 
49,7/13/23,1.00,0,0,BB,y,46,none,none,yes 
50,7/13/23,1.00,0,0,BB,y,46,none,none,yes 
51,7/13/23,1.00,0,0,ANSEF,y,60,none,none,yes 
52,7/13/23,1.00,0,0,ANSEF,y,60,none,none,yes 
53,7/13/23,1.00,0,0,ANSEF,y,60,none,none,yes 
54,7/13/23,1.00,0,0,ANSEF,y,60,none,none,yes 
55,7/13/23,1.00,0,0,ANSEF,y,60,none,none,yes 
56,7/13/23,1.00,0,0,BB,y,60,none,none,yes 
57,7/13/23,1.00,0,0.5,BB,y,60,none,none,yes 
58,7/13/23,1.00,0,0.33,BB,y,60,none,none,yes 
59,7/13/23,1.00,0,0.67,BB,y,60,none,none,yes 
60,7/13/23,1.00,0,0.67,BB,y,60,none,none,yes 
61,7/13/23,1.00,0,0,ANSEF,y,39,none,39,none 
62,7/13/23,1.00,0,0.5,ANSEF,y,39,none,39,none 
63,7/13/23,1.00,0,0,ANSEF,y,39,none,39,none 
64,7/13/23,1.00,0,0,ANSEF,y,39,none,39,none 
65,7/13/23,1.00,0,0.5,ANSEF,y,39,none,39,none 
66,7/13/23,1.00,0,0,BB,y,39,none,39,none 
67,7/13/23,1.00,0,0,BB,y,39,none,39,none 
68,7/13/23,1.00,0,0.33,BB,y,39,none,39,none 
69,7/13/23,1.00,0.167,0.5,BB,y,39,none,39,none 
70,7/13/23,1.00,0,1,BB,y,39,none,39,none 
71,7/13/23,1.00,0,1,ANSEF,y,46,none,46,none 
72,7/13/23,1.00,0,0,ANSEF,y,46,none,46,none 
73,7/13/23,1.00,0,0,ANSEF,y,46,none,46,none 
74,7/13/23,1.00,0,0.67,ANSEF,y,46,none,46,none 
75,7/13/23,1.00,0,0,ANSEF,y,46,none,46,none 
76,7/13/23,1.00,0,0.5,BB,y,46,none,46,none 
77,7/13/23,1.00,0,0.33,BB,y,46,none,46,none 
78,7/13/23,1.00,0,0.33,BB,y,46,none,46,none 
79,7/13/23,1.00,0,0.1,BB,y,46,none,46,none 
80,7/13/23,1.00,0,0.67,BB,y,46,none,46,none 
81,7/13/23,1.00,0,0,ANSEF,y,60,none,60,none 
82,7/13/23,1.00,0,0,ANSEF,y,60,none,60,none 
83,7/13/23,1.00,0,0,ANSEF,y,60,none,60,none 
84,7/13/23,1.00,0,0.1,ANSEF,y,60,none,60,none 
85,7/13/23,1.00,0,0.5,ANSEF,y,60,none,60,none 
86,7/13/23,1.00,0,0,BB,y,60,none,60,none 
87,7/13/23,1.00,0,0,BB,y,60,none,60,none 
88,7/13/23,1.00,0,0,BB,y,60,none,60,none 
89,7/13/23,1.00,0,0,BB,y,60,none,60,none 
90,7/13/23,1.00,0,0,BB,y,60,none,60,none 
91,7/13/23,1.00,0,0,ANSEF,y,39,ANSEF,none,none 
92,7/13/23,1.00,0,0,ANSEF,y,39,ANSEF,none,none 
93,7/13/23,1.00,0,0,ANSEF,y,39,ANSEF,none,none 
94,7/13/23,1.00,0,0,ANSEF,y,39,ANSEF,none,none 
95,7/13/23,1.00,0,0,ANSEF,y,39,ANSEF,none,none 
96,7/13/23,1.00,0,0.67,BB,y,39,BB,none,none 
97,7/13/23,1.00,0,1,BB,y,39,BB,none,none 
98,7/13/23,1.00,0,0.5,BB,y,39,BB,none,none 
99,7/13/23,1.00,0,0,BB,y,39,BB,none,none 
100,7/13/23,1.00,0,0,BB,y,39,BB,none,none 
101,7/13/23,1.00,0,0,ANSEF,y,46,ANSEF,none,none 
102,7/13/23,1.00,0,0,ANSEF,y,46,ANSEF,none,none 
103,7/13/23,1.00,0,0,ANSEF,y,46,ANSEF,none,none 
104,7/13/23,1.00,0,0,ANSEF,y,46,ANSEF,none,none 
105,7/13/23,1.00,0,0,ANSEF,y,46,ANSEF,none,none 
106,7/13/23,1.00,0,0,BB,y,46,BB,none,none 
107,7/13/23,1.00,0,0,BB,y,46,BB,none,none 
108,7/13/23,1.00,0,0,BB,y,46,BB,none,none 
109,7/13/23,1.00,0,0,BB,y,46,BB,none,none 
110,7/13/23,1.00,0,0,BB,y,46,BB,none,none 
111,7/13/23,1.00,0,0,ANSEF,y,60,ANSEF,none,none 
112,7/13/23,1.00,0,0,ANSEF,y,60,ANSEF,none,none 
113,7/13/23,1.00,0,0,ANSEF,y,60,ANSEF,none,none 
114,7/13/23,1.00,0,1,ANSEF,y,60,ANSEF,none,none 
116,7/13/23,1.00,0,0.5,BB,y,60,BB,none,none 
117,7/13/23,1.00,0,0,BB,y,60,BB,none,none 
118,7/13/23,1.00,0,0.67,BB,y,60,BB,none,none 
119,7/13/23,1.00,0,0,BB,y,60,BB,none,none 
120,7/13/23,1.00,0.167,0,BB,y,60,BB,none,none 
1,7/14/23,2.00,0,0.5,none,n,39,none,none,none 
2,7/14/23,2.00,0,0,none,n,39,none,none,none 
3,7/14/23,2.00,0,1,none,n,39,none,none,none 
4,7/14/23,2.00,0,0,none,n,39,none,none,none 
5,7/14/23,2.00,0,0,none,n,39,none,none,none 
6,7/14/23,2.00,0,0,none,n,46,none,none,none 
7,7/14/23,2.00,0,0,none,n,46,none,none,none 
8,7/14/23,2.00,0,0,none,n,46,none,none,none 
9,7/14/23,2.00,0,0,none,n,46,none,none,none 
10,7/14/23,2.00,0,0,none,n,46,none,none,none 
11,7/14/23,2.00,0,0,none,n,60,none,none,none 
12,7/14/23,2.00,0,0,none,n,60,none,none,none 
14,7/14/23,2.00,0,0.8,none,n,60,none,none,none 
15,7/14/23,2.00,0,0,ANSEF,y,60,none,none,none 
16,7/14/23,2.00,0,0,ANSEF,y,none,none,none,none 
17,7/14/23,2.00,0,0,ANSEF,y,none,none,none,none 
18,7/14/23,2.00,0,0,ANSEF,y,none,none,none,none 
19,7/14/23,2.00,0,0,ANSEF,y,none,none,none,none 
20,7/14/23,2.00,0,0,ANSEF,y,none,none,none,none 
21,7/14/23,2.00,0,0,BB,y,none,none,none,none 
22,7/14/23,2.00,0,0,BB,y,none,none,none,none 
23,7/14/23,2.00,0,0,BB,y,none,none,none,none 
24,7/14/23,2.00,0,0,BB,y,none,none,none,none 
25,7/14/23,2.00,0,0,BB,y,none,none,none,none 
26,7/14/23,2.00,0,0,none,n,39,none,none,none 
27,7/14/23,2.00,0,0,none,n,46,none,none,none 
28,7/14/23,2.00,0,0,none,n,60,none,none,none 
29,7/14/23,2.00,0,0,ANSEF,y,none,none,none,none 
30,7/14/23,2.00,0,0,BB,y,none,none,none,none 
31,7/14/23,2.00,0,0,ANSEF,y,39,none,none,yes 
32,7/14/23,2.00,0,0,ANSEF,y,39,none,none,yes 
33,7/14/23,2.00,0,0,ANSEF,y,39,none,none,yes 
34,7/14/23,2.00,0,0,ANSEF,y,39,none,none,yes 
35,7/14/23,2.00,0,0,ANSEF,y,39,none,none,yes 
36,7/14/23,2.00,0,0,BB,y,39,none,none,yes 
37,7/14/23,2.00,0,0,BB,y,39,none,none,yes 
38,7/14/23,2.00,0,0,BB,y,39,none,none,yes 
39,7/14/23,2.00,0,1,BB,y,39,none,none,yes 
40,7/14/23,2.00,0,0,BB,y,39,none,none,yes 
41,7/14/23,2.00,0,0,ANSEF,y,46,none,none,yes 
42,7/14/23,2.00,0,0.5,ANSEF,y,46,none,none,yes 
43,7/14/23,2.00,0,0,ANSEF,y,46,none,none,yes 
44,7/14/23,2.00,0,0,ANSEF,y,46,none,none,yes 
45,7/14/23,2.00,0,0,ANSEF,y,46,none,none,yes 
46,7/14/23,2.00,0,0,BB,y,46,none,none,yes 
47,7/14/23,2.00,0,0,BB,y,46,none,none,yes 
48,7/14/23,2.00,0,1,BB,y,46,none,none,yes 
49,7/14/23,2.00,0,0,BB,y,46,none,none,yes 
50,7/14/23,2.00,0,0,BB,y,46,none,none,yes 
51,7/14/23,2.00,0,0,ANSEF,y,60,none,none,yes 
52,7/14/23,2.00,0,0,ANSEF,y,60,none,none,yes 
53,7/14/23,2.00,0,0,ANSEF,y,60,none,none,yes 
54,7/14/23,2.00,0,0,ANSEF,y,60,none,none,yes 
55,7/14/23,2.00,0,0,ANSEF,y,60,none,none,yes 
56,7/14/23,2.00,0,0,BB,y,60,none,none,yes 
57,7/14/23,2.00,0,0.75,BB,y,60,none,none,yes 
58,7/14/23,2.00,0,0.5,BB,y,60,none,none,yes 
59,7/14/23,2.00,0,0.67,BB,y,60,none,none,yes 
60,7/14/23,2.00,0,0.67,BB,y,60,none,none,yes 
61,7/14/23,2.00,0,0,ANSEF,y,39,none,39,none 
62,7/14/23,2.00,0,0.5,ANSEF,y,39,none,39,none 
63,7/14/23,2.00,0,0,ANSEF,y,39,none,39,none 
64,7/14/23,2.00,0,0,ANSEF,y,39,none,39,none 
65,7/14/23,2.00,0,0.5,ANSEF,y,39,none,39,none 
66,7/14/23,2.00,0,0,BB,y,39,none,39,none 
67,7/14/23,2.00,0,0,BB,y,39,none,39,none 
68,7/14/23,2.00,0,0.33,BB,y,39,none,39,none 
69,7/14/23,2.00,0.167,0.5,BB,y,39,none,39,none 
70,7/14/23,2.00,0,1,BB,y,39,none,39,none 
71,7/14/23,2.00,0,1,ANSEF,y,46,none,46,none 
72,7/14/23,2.00,0,0,ANSEF,y,46,none,46,none 
73,7/14/23,2.00,0,0,ANSEF,y,46,none,46,none 
74,7/14/23,2.00,0,0.67,ANSEF,y,46,none,46,none 
75,7/14/23,2.00,0,0,ANSEF,y,46,none,46,none 
76,7/14/23,2.00,0,0.5,BB,y,46,none,46,none 
77,7/14/23,2.00,0,0.33,BB,y,46,none,46,none 
78,7/14/23,2.00,0,0.33,BB,y,46,none,46,none 
79,7/14/23,2.00,0,0.1,BB,y,46,none,46,none 
80,7/14/23,2.00,0,0.67,BB,y,46,none,46,none 
81,7/14/23,2.00,0,0,ANSEF,y,60,none,60,none 
82,7/14/23,2.00,0,0,ANSEF,y,60,none,60,none 
83,7/14/23,2.00,0,0,ANSEF,y,60,none,60,none 
84,7/14/23,2.00,0,0.1,ANSEF,y,60,none,60,none 
85,7/14/23,2.00,0,0.5,ANSEF,y,60,none,60,none 
86,7/14/23,2.00,0,0,BB,y,60,none,60,none 
87,7/14/23,2.00,0,0,BB,y,60,none,60,none 
88,7/14/23,2.00,0,0,BB,y,60,none,60,none 
89,7/14/23,2.00,0,0,BB,y,60,none,60,none 
90,7/14/23,2.00,0,0,BB,y,60,none,60,none 
91,7/14/23,2.00,0,0,ANSEF,y,39,ANSEF,none,none 
92,7/14/23,2.00,0,0,ANSEF,y,39,ANSEF,none,none 
93,7/14/23,2.00,0,0,ANSEF,y,39,ANSEF,none,none 
94,7/14/23,2.00,0,0,ANSEF,y,39,ANSEF,none,none 
95,7/14/23,2.00,0,0,ANSEF,y,39,ANSEF,none,none 
96,7/14/23,2.00,0,0.67,BB,y,39,BB,none,none 
97,7/14/23,2.00,0,1,BB,y,39,BB,none,none 
98,7/14/23,2.00,0,0.5,BB,y,39,BB,none,none 
99,7/14/23,2.00,0,0,BB,y,39,BB,none,none 
100,7/14/23,2.00,0,0,BB,y,39,BB,none,none 
101,7/14/23,2.00,0,0,ANSEF,y,46,ANSEF,none,none 
102,7/14/23,2.00,0,0,ANSEF,y,46,ANSEF,none,none 
103,7/14/23,2.00,0,0,ANSEF,y,46,ANSEF,none,none 
104,7/14/23,2.00,0,0,ANSEF,y,46,ANSEF,none,none 
105,7/14/23,2.00,0,0,ANSEF,y,46,ANSEF,none,none 
106,7/14/23,2.00,0,0,BB,y,46,BB,none,none 
107,7/14/23,2.00,0,0,BB,y,46,BB,none,none 
108,7/14/23,2.00,0,0,BB,y,46,BB,none,none 
109,7/14/23,2.00,0,0,BB,y,46,BB,none,none 
110,7/14/23,2.00,0,0,BB,y,46,BB,none,none 
111,7/14/23,2.00,0,0,ANSEF,y,60,ANSEF,none,none 
112,7/14/23,2.00,0,0,ANSEF,y,60,ANSEF,none,none 
113,7/14/23,2.00,0,0,ANSEF,y,60,ANSEF,none,none 
114,7/14/23,2.00,0,1,ANSEF,y,60,ANSEF,none,none 
116,7/14/23,2.00,0,0.5,BB,y,60,BB,none,none 
117,7/14/23,2.00,0,0,BB,y,60,BB,none,none 
118,7/14/23,2.00,0,0.67,BB,y,60,BB,none,none 
119,7/14/23,2.00,0,0,BB,y,60,BB,none,none 
120,7/14/23,2.00,0.167,0,BB,y,60,BB,none,none 
1,7/15/23,3.00,0,0.5,none,n,39,none,none,none 
2,7/15/23,3.00,0,1,none,n,39,none,none,none 
3,7/15/23,3.00,0,1,none,n,39,none,none,none 
4,7/15/23,3.00,0.2,1,none,n,39,none,none,none 
5,7/15/23,3.00,0,0,none,n,39,none,none,none 
6,7/15/23,3.00,0,0.5,none,n,46,none,none,none 
7,7/15/23,3.00,0,1,none,n,46,none,none,none 
8,7/15/23,3.00,0,0.75,none,n,46,none,none,none 
9,7/15/23,3.00,0.167,1,none,n,46,none,none,none 
10,7/15/23,3.00,0,1,none,n,46,none,none,none 
11,7/15/23,3.00,0,1,none,n,60,none,none,none 
12,7/15/23,3.00,0,1,none,n,60,none,none,none 
14,7/15/23,3.00,0,1,none,n,60,none,none,none 
15,7/15/23,3.00,0,1,ANSEF,y,60,none,none,none 
16,7/15/23,3.00,0.67,1,ANSEF,y,none,none,none,none 
17,7/15/23,3.00,0,0.7,ANSEF,y,none,none,none,none 
18,7/15/23,3.00,0,0.6,ANSEF,y,none,none,none,none 
19,7/15/23,3.00,0,1,ANSEF,y,none,none,none,none 
20,7/15/23,3.00,0,0,ANSEF,y,none,none,none,none 
21,7/15/23,3.00,0,1,BB,y,none,none,none,none 
22,7/15/23,3.00,0,1,BB,y,none,none,none,none 
23,7/15/23,3.00,0,1,BB,y,none,none,none,none 
24,7/15/23,3.00,0.5,0.25,BB,y,none,none,none,none 
25,7/15/23,3.00,0,1,BB,y,none,none,none,none 
26,7/15/23,3.00,1,0.2,none,n,39,none,none,none 
27,7/15/23,3.00,0,0.3,none,n,46,none,none,none 
28,7/15/23,3.00,0,0.3,none,n,60,none,none,none 
29,7/15/23,3.00,0.33,0,ANSEF,y,none,none,none,none 
30,7/15/23,3.00,0,0,BB,y,none,none,none,none 
31,7/15/23,3.00,0.5,0,ANSEF,y,39,none,none,yes 
32,7/15/23,3.00,0,1,ANSEF,y,39,none,none,yes 
33,7/15/23,3.00,0,0,ANSEF,y,39,none,none,yes 
34,7/15/23,3.00,0.5,1,ANSEF,y,39,none,none,yes 
35,7/15/23,3.00,0,0,ANSEF,y,39,none,none,yes 
36,7/15/23,3.00,0,1,BB,y,39,none,none,yes 
37,7/15/23,3.00,0,0,BB,y,39,none,none,yes 
38,7/15/23,3.00,0,1,BB,y,39,none,none,yes 
39,7/15/23,3.00,0,1,BB,y,39,none,none,yes 
40,7/15/23,3.00,0.67,0,BB,y,39,none,none,yes 
41,7/15/23,3.00,0.33,0.6,ANSEF,y,46,none,none,yes 
42,7/15/23,3.00,0.5,1,ANSEF,y,46,none,none,yes 
43,7/15/23,3.00,0.167,1,ANSEF,y,46,none,none,yes 
44,7/15/23,3.00,1,0,ANSEF,y,46,none,none,yes 
45,7/15/23,3.00,0.25,1,ANSEF,y,46,none,none,yes 
46,7/15/23,3.00,0.83,0,BB,y,46,none,none,yes 
47,7/15/23,3.00,0,1,BB,y,46,none,none,yes 
48,7/15/23,3.00,0,1,BB,y,46,none,none,yes 
49,7/15/23,3.00,0.5,1,BB,y,46,none,none,yes 
50,7/15/23,3.00,0.83,0,BB,y,46,none,none,yes 
51,7/15/23,3.00,0,0.9,ANSEF,y,60,none,none,yes 
52,7/15/23,3.00,0.25,0,ANSEF,y,60,none,none,yes 
53,7/15/23,3.00,0.4,1,ANSEF,y,60,none,none,yes 
54,7/15/23,3.00,0,1,ANSEF,y,60,none,none,yes 
55,7/15/23,3.00,0,1,ANSEF,y,60,none,none,yes 
56,7/15/23,3.00,0,1,BB,y,60,none,none,yes 
57,7/15/23,3.00,0.83,1,BB,y,60,none,none,yes 
58,7/15/23,3.00,1,1,BB,y,60,none,none,yes 
59,7/15/23,3.00,0,1,BB,y,60,none,none,yes 
60,7/15/23,3.00,0,0.9,BB,y,60,none,none,yes 
61,7/15/23,3.00,0,0,ANSEF,y,39,none,39,none 
62,7/15/23,3.00,0,1,ANSEF,y,39,none,39,none 
63,7/15/23,3.00,0.33,0.5,ANSEF,y,39,none,39,none 
64,7/15/23,3.00,0,0,ANSEF,y,39,none,39,none 
65,7/15/23,3.00,0,0.95,ANSEF,y,39,none,39,none 
66,7/15/23,3.00,0.83,0.5,BB,y,39,none,39,none 
67,7/15/23,3.00,0.83,0,BB,y,39,none,39,none 
68,7/15/23,3.00,0,1,BB,y,39,none,39,none 
69,7/15/23,3.00,0.167,0.75,BB,y,39,none,39,none 
70,7/15/23,3.00,0,1,BB,y,39,none,39,none 
71,7/15/23,3.00,0,1,ANSEF,y,46,none,46,none 
72,7/15/23,3.00,0,1,ANSEF,y,46,none,46,none 
73,7/15/23,3.00,0,0,ANSEF,y,46,none,46,none 
74,7/15/23,3.00,0,1,ANSEF,y,46,none,46,none 
75,7/15/23,3.00,0.5,0,ANSEF,y,46,none,46,none 
76,7/15/23,3.00,0.83,1,BB,y,46,none,46,none 
77,7/15/23,3.00,0.167,1,BB,y,46,none,46,none 
78,7/15/23,3.00,0,1,BB,y,46,none,46,none 
79,7/15/23,3.00,0,1,BB,y,46,none,46,none 
80,7/15/23,3.00,0,0.9,BB,y,46,none,46,none 
81,7/15/23,3.00,0.4,0,ANSEF,y,60,none,60,none 
82,7/15/23,3.00,0,1,ANSEF,y,60,none,60,none 
83,7/15/23,3.00,0.2,0.95,ANSEF,y,60,none,60,none 
84,7/15/23,3.00,1,0.8,ANSEF,y,60,none,60,none 
85,7/15/23,3.00,0.167,1,ANSEF,y,60,none,60,none 
86,7/15/23,3.00,0,1,BB,y,60,none,60,none 
87,7/15/23,3.00,0.33,1,BB,y,60,none,60,none 
88,7/15/23,3.00,0,1,BB,y,60,none,60,none 
89,7/15/23,3.00,0,0.5,BB,y,60,none,60,none 
90,7/15/23,3.00,0,0.5,BB,y,60,none,60,none 
91,7/15/23,3.00,0,1,ANSEF,y,39,ANSEF,none,none 
92,7/15/23,3.00,0.5,1,ANSEF,y,39,ANSEF,none,none 
93,7/15/23,3.00,0,0,ANSEF,y,39,ANSEF,none,none 
94,7/15/23,3.00,0.167,0,ANSEF,y,39,ANSEF,none,none 
95,7/15/23,3.00,0,0,ANSEF,y,39,ANSEF,none,none 
96,7/15/23,3.00,0,1,BB,y,39,BB,none,none 
97,7/15/23,3.00,0.83,1,BB,y,39,BB,none,none 
98,7/15/23,3.00,0.83,1,BB,y,39,BB,none,none 
99,7/15/23,3.00,1,0,BB,y,39,BB,none,none 
100,7/15/23,3.00,0,1,BB,y,39,BB,none,none 
101,7/15/23,3.00,0,0,ANSEF,y,46,ANSEF,none,none 
102,7/15/23,3.00,0,0.3,ANSEF,y,46,ANSEF,none,none 
103,7/15/23,3.00,0,0.95,ANSEF,y,46,ANSEF,none,none 
104,7/15/23,3.00,0,1,ANSEF,y,46,ANSEF,none,none 
105,7/15/23,3.00,0,1,ANSEF,y,46,ANSEF,none,none 
106,7/15/23,3.00,0,1,BB,y,46,BB,none,none 
107,7/15/23,3.00,0,1,BB,y,46,BB,none,none 
108,7/15/23,3.00,0,0,BB,y,46,BB,none,none 
109,7/15/23,3.00,0,0,BB,y,46,BB,none,none 
110,7/15/23,3.00,0.3,1,BB,y,46,BB,none,none 
111,7/15/23,3.00,0,1,ANSEF,y,60,ANSEF,none,none 
112,7/15/23,3.00,0.5,0.66,ANSEF,y,60,ANSEF,none,none 
113,7/15/23,3.00,0.33,0,ANSEF,y,60,ANSEF,none,none 
114,7/15/23,3.00,0,1,ANSEF,y,60,ANSEF,none,none 
116,7/15/23,3.00,0,0.9,BB,y,60,BB,none,none 
